method,fillPerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.025.out
modaclase,42.50,0.0250,295,589,54.9521,73.041
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.050.out
modaclase,42.50,0.0500,418,835,55.4313,78.3413
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.075.out
modaclase,42.50,0.0750,494,987,56.869,81.6778
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.100.out
modaclase,42.50,0.1000,571,1141,56.9489,84.2898
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.125.out
modaclase,42.50,0.1250,582,1163,57.508,84.5377
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.150.out
modaclase,42.50,0.1500,618,1235,57.6677,85.3956
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.175.out
modaclase,42.50,0.1750,641,1281,57.5879,85.8341
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.200.out
modaclase,42.50,0.2000,658,1315,57.7476,86.101
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.225.out
modaclase,42.50,0.2250,671,1341,57.7476,86.368
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.250.out
modaclase,42.50,0.2500,684,1367,57.9073,86.5968
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.275.out
modaclase,42.50,0.2750,709,1417,57.9872,87.0543
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.300.out
modaclase,42.50,0.3000,711,1421,57.9872,87.0925
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.325.out
modaclase,42.50,0.3250,722,1443,58.0671,87.2831
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.350.out
modaclase,42.50,0.3500,724,1447,58.0671,87.3213
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.375.out
modaclase,42.50,0.3750,725,1449,57.9872,87.3403
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.400.out
modaclase,42.50,0.4000,727,1453,57.9872,87.3594
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.425.out
modaclase,42.50,0.4250,734,1467,57.9872,87.4738
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.450.out
modaclase,42.50,0.4500,734,1467,57.9872,87.4738
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.475.out
modaclase,42.50,0.4750,741,1481,58.147,87.5691
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_42.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_42.50_modaclase_conf_0.500.out
modaclase,42.50,0.5000,741,1481,58.147,87.5691
# ./ind_faltantes.py ../data/training2.csv.arff 45.00  modaclase > ../output/exc2//dataset_faltantes_45.00_modaclase.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.001.out
modaclase,45.00,0.0010,22,43,50.5591,55.5577
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.025.out
modaclase,45.00,0.0250,299,597,57.0288,73.6892
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.050.out
modaclase,45.00,0.0500,379,757,56.869,76.6444
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.075.out
modaclase,45.00,0.0750,486,971,57.0288,81.4109
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.100.out
modaclase,45.00,0.1000,527,1053,57.3482,82.6692
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.125.out
modaclase,45.00,0.1250,587,1173,57.0288,84.5377
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.150.out
modaclase,45.00,0.1500,607,1213,57.3482,85.0143
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.175.out
modaclase,45.00,0.1750,634,1267,57.2684,85.6244
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.200.out
modaclase,45.00,0.2000,660,1319,57.2684,86.2536
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.225.out
modaclase,45.00,0.2250,688,1375,56.869,86.8255
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.250.out
modaclase,45.00,0.2500,715,1429,57.4281,87.2831
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.275.out
modaclase,45.00,0.2750,720,1439,57.508,87.3975
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.300.out
modaclase,45.00,0.3000,739,1477,57.1086,87.7598
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.325.out
modaclase,45.00,0.3250,744,1487,57.0288,87.8932
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.350.out
modaclase,45.00,0.3500,748,1495,56.869,87.9123
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.375.out
modaclase,45.00,0.3750,757,1513,57.1086,88.0648
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.400.out
modaclase,45.00,0.4000,762,1523,57.0288,88.122
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.425.out
modaclase,45.00,0.4250,761,1521,56.9489,88.103
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.450.out
modaclase,45.00,0.4500,761,1521,56.9489,88.103
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.475.out
modaclase,45.00,0.4750,768,1535,56.9489,88.2173
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_45.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_45.00_modaclase_conf_0.500.out
modaclase,45.00,0.5000,772,1543,56.9489,88.2555
# ./ind_faltantes.py ../data/training2.csv.arff 47.50  modaclase > ../output/exc2//dataset_faltantes_47.50_modaclase.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.001.out
modaclase,47.50,0.0010,47,93,51.3578,57.96
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.025.out
modaclase,47.50,0.0250,311,621,56.6294,73.0219
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.050.out
modaclase,47.50,0.0500,430,859,56.869,78.3413
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.075.out
modaclase,47.50,0.0750,474,947,57.1086,79.5234
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.100.out
modaclase,47.50,0.1000,545,1089,56.7093,82.021
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.125.out
modaclase,47.50,0.1250,568,1135,56.7093,82.7264
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.150.out
modaclase,47.50,0.1500,601,1201,57.1086,83.6416
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.175.out
modaclase,47.50,0.1750,620,1239,57.8275,84.1182
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.200.out
modaclase,47.50,0.2000,643,1285,57.8275,84.6139
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.225.out
modaclase,47.50,0.2250,667,1333,58.2268,85.1859
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.250.out
modaclase,47.50,0.2500,691,1381,57.9073,85.7388
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.275.out
modaclase,47.50,0.2750,704,1407,57.8275,86.0629
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.300.out
modaclase,47.50,0.3000,712,1423,58.147,86.2154
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.325.out
modaclase,47.50,0.3250,720,1439,57.9872,86.387
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.350.out
modaclase,47.50,0.3500,729,1457,57.9073,86.6158
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.375.out
modaclase,47.50,0.3750,743,1485,57.8275,86.8446
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.400.out
modaclase,47.50,0.4000,745,1489,57.8275,86.8827
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.425.out
modaclase,47.50,0.4250,749,1497,57.9872,86.9399
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.450.out
modaclase,47.50,0.4500,755,1509,57.9872,87.0162
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.475.out
modaclase,47.50,0.4750,762,1523,57.508,87.1115
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_47.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_47.50_modaclase_conf_0.500.out
modaclase,47.50,0.5000,762,1523,57.508,87.1115
# ./ind_faltantes.py ../data/training2.csv.arff 50.00  modaclase > ../output/exc2//dataset_faltantes_50.00_modaclase.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.001.out
modaclase,50.00,0.0010,19,37,50.7987,54.9476
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.025.out
modaclase,50.00,0.0250,303,605,54.8722,72.9075
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.050.out
modaclase,50.00,0.0500,370,739,55.1917,75.348
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.075.out
modaclase,50.00,0.0750,481,961,55.0319,79.7521
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.100.out
modaclase,50.00,0.1000,556,1111,55.9105,82.4214
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.125.out
modaclase,50.00,0.1250,618,1235,56.6294,84.4233
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.150.out
modaclase,50.00,0.1500,642,1283,56.9489,85.0524
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.175.out
modaclase,50.00,0.1750,664,1327,57.1086,85.4909
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.200.out
modaclase,50.00,0.2000,715,1429,56.5495,86.6349
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.225.out
modaclase,50.00,0.2250,738,1475,57.1086,87.0543
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.250.out
modaclase,50.00,0.2500,750,1499,57.4281,87.2641
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.275.out
modaclase,50.00,0.2750,759,1517,57.5879,87.4357
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.300.out
modaclase,50.00,0.3000,762,1523,57.5879,87.4929
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.325.out
modaclase,50.00,0.3250,766,1531,57.7476,87.55
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.350.out
modaclase,50.00,0.3500,766,1531,57.7476,87.55
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.375.out
modaclase,50.00,0.3750,770,1539,57.7476,87.6072
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.400.out
modaclase,50.00,0.4000,771,1541,57.7476,87.6263
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.425.out
modaclase,50.00,0.4250,785,1569,57.9073,87.817
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.450.out
modaclase,50.00,0.4500,787,1573,57.9073,87.836
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.475.out
modaclase,50.00,0.4750,794,1587,57.9073,87.9123
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_50.00_modaclase.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_50.00_modaclase_conf_0.500.out
modaclase,50.00,0.5000,797,1593,57.6677,87.9504
# ./ind_faltantes.py ../data/training2.csv.arff 52.50  modaclase > ../output/exc2//dataset_faltantes_52.50_modaclase.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_52.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_52.50_modaclase_conf_0.001.out
modaclase,52.50,0.0010,43,85,52.476,57.5977
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_52.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_52.50_modaclase_conf_0.025.out
modaclase,52.50,0.0250,264,527,54.0735,70.8675
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_52.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_52.50_modaclase_conf_0.050.out
modaclase,52.50,0.0500,416,831,54.8722,77.2545
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_52.50_modaclase.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_52.50_modaclase_conf_0.075.out
modaclase,52.50,0.0750,498,995,54.7923,80.572
